"","index","Movie.Name","Year","Season","Run.Time","Budget","Box.Office","Genre","MPAA.Rating","Audience.Score","Sequel","Adjusted_Budget","Adjusted_Box.Office","Adjusted_Genre"
"368",367,"The Namesake",2006,"Summer",121,9500000,20400000,"Drama","PG-13",86,"Not Sequel",14782490.0793651,31743452.3809524,"Drama"
"369",368,"Bewitched",2005,"Spring",102,8.5e+07,131400000,"Comedy","PG-13",15,"Not Sequel",136530977.982591,211060829.493088,"Comedy"
"370",369,"W.",2008,"Fall",129,25100000,29500000,"Biography","PG-13",58,"Not Sequel",36571620.9939619,42982582.4431026,"Biography"
"371",370,"The Two Popes",2019,"Fall",125,4e+07,7.58711e+11,"Drama","PG-13",89,"Not Sequel",49073132.577239,930808137270.239,"Drama"
"372",371,"The Mule",2018,"Fall",116,5e+07,174800000,"Crime","R",61,"Not Sequel",62465153.3253684,218378176.025488,"Crime"
"373",372,"Basic",2003,"Winter",98,5e+07,42800000,"Action","R",22,"Not Sequel",85244565.2173913,72969347.826087,"Action"
"374",373,"Hell or High Water",2016,"Summer",102,1.2e+07,37900000,"Crime","R",97,"Not Sequel",15685000,49538458.3333333,"Crime"
"375",374,"Killers",2010,"Spring",100,7.5e+07,98200000,"Action","PG-13",11,"Not Sequel",107874828.060523,141244108.207244,"Action"
"376",375,"Reign Over Me",2007,"Winter",124,2e+07,2.2e+07,"Drama","R",64,"Not Sequel",30265315.9671973,33291847.563917,"Drama"
"377",376,"The Oranges",2012,"Fall",92,7e+06,1900000,"Comedy","R",46,"Not Sequel",9564024.3902439,2595949.47735192,"Comedy"
"378",377,"Sharp Stick",2022,"Summer",96,5.7165e+10,6.8598e+10,"Comedy","R",53,"Not Sequel",61266349504.6122,73519619405.5347,"Comedy"
"379",378,"Big Hero 6
",2014,"Fall",102,1.65e+08,657800000,"Animation","PG",90,"Not Sequel",218675538.656527,871786480.777355,"Animation"
"380",379,"6 Underground",2019,"Fall",128,1.5e+08,1.8e+08,"Action","R",36,"Not Sequel",184024247.164646,220829096.597575,"Action"
"381",380,"Glass Onion: A Knives Out Mystery",2022,"Fall",139,4e+07,1.5e+07,"Mystery","PG-13",92,"Sequel",42869832.5930987,16076187.222412,"Other"
"382",381,"Women in Trouble",2009,"Fall",92,5e+10,1.8e+10,"Comedy","R",65,"Not Sequel",73123543123.5431,26324475524.4755,"Comedy"
"383",382,"Like Crazy",2011,"Fall",90,2.5e+11,3800000,"Drama","PG-13",72,"Not Sequel",348710538016.896,5300400.17785683,"Drama"
"384",383,"Waitress",2007,"Spring",104,1500000,2.2e+07,"Comedy","PG-13",89,"Not Sequel",2269898.6975398,33291847.563917,"Comedy"
"385",384,"I'll See You in My Dreams
",2015,"Spring",96,1e+06,7500000,"Comedy","PG-13",93,"Not Sequel",1323628.69198312,9927215.18987342,"Comedy"
"386",385,"It's Complicated",2009,"Fall",120,117500000,219100000,"Comedy","R",57,"Not Sequel",171840326.340326,320427365.967366,"Comedy"
"387",386,"The Purge: Anarchy",2014,"Summer",104,14500000,111900000,"Horror","R",57,"Sequel",19216941.2758766,148301774.397972,"Horror"
"388",387,"Safe",2012,"Spring",95,3e+07,40600000,"Action","R",58,"Not Sequel",40988675.9581882,55471341.4634146,"Action"
"389",388,"The Pursuit of Happyness",2006,"Fall",117,5.5e+07,307100000,"Biography","PG-13",67,"Not Sequel",85582837.3015873,477863442.460317,"Biography"
"390",389,"The Holiday",2006,"Fall",136,8.5e+07,205800000,"Romance","PG-13",49,"Not Sequel",132264384.920635,320235416.666667,"Romance"
"391",390,"Entebbe",2018,"Winter",107,8e+06,9600000,"Thriller","PG-13",24,"Not Sequel",9994424.53205894,11993309.4384707,"Thriller"
"392",391,"Hercules",2014,"Summer",98,1e+08,244800000,"Action","PG-13",58,"Not Sequel",132530629.488804,324434980.988593,"Action"
"393",392,"Copperhead",2013,"Spring",118,1.2e+07,1.7174e+11,"Drama","PG-13",21,"Not Sequel",16156223.1759657,231222480686.695,"Drama"
"394",393,"Coyote Ugly",2000,"Summer",101,4.5e+07,113900000,"Comedy","PG-13",23,"Not Sequel",81977351.9163763,207493786.295006,"Comedy"
"395",394,"Smile",2022,"Summer",115,1.7e+07,217400000,"Horror","R",80,"Not Sequel",18219678.852067,232997540.143492,"Horror"
"396",395,"Candyman",2021,"Fall",91,2.5e+07,77400000,"Horror","R",84,"Sequel",28939114.3911439,89595498.1549816,"Horror"
"397",396,"Chasing Liberty",2004,"Winter",111,2.3e+07,1.2e+07,"Romance","PG-13",19,"Not Sequel",38195341.4505029,19928004.235045,"Romance"
"398",397,"All Dirt Roads Taste of Salt",2023,"Fall",92,43403333333.3333,5.2084e+10,"Drama","PG-13",80,"Not Sequel",44685348430.1499,53622418116.1798,"Drama"
"399",398,"Primeval",2007,"Winter",94,12666666.6666667,15200000,"Horror","R",18,"Not Sequel",19168033.4458916,23001640.1350699,"Horror"
"400",399,"Motherhood",2009,"Fall",90,1e+07,7.26354e+11,"Comedy","PG-13",37,"Not Sequel",14624708.6247086,1062271560839.16,"Comedy"
"401",400,"De-Lovely",2004,"Summer",125,1.5e+07,18400000,"Musical","PG-13",48,"Not Sequel",24910005.2938062,30556273.1604023,"Other"
"402",401,"Game 6",2006,"Winter",83,108053333333.333,1.29664e+11,"Comedy","R",65,"Not Sequel",168136560846.561,201763873015.873,"Comedy"
"403",402,"Jiu Jitsu",2020,"Fall",102,2.5e+07,9.9924e+10,"Action","R",28,"Not Sequel",30303323.0293663,121121170015.456,"Action"
"404",403,"The Final Season",2007,"Fall",114,966409166666.667,1.159691e+12,"Drama","PG",30,"Not Sequel",1462433939138.13,1754920726965.75,"Drama"
"405",404,"The Lincoln Lawyer",2011,"Winter",118,4e+07,87100000,"Thriller","R",84,"Not Sequel",55793686.0827034,121490751.445087,"Thriller"
"406",405,"Dream House",2011,"Summer",92,5e+07,4e+07,"Thriller","PG-13",7,"Not Sequel",69742107.6033793,55793686.0827034,"Thriller"
"407",406,"Halloween Ends",2022,"Fall",111,3.3e+07,105400000,"Horror","R",40,"Sequel",35367611.8893065,112962008.882815,"Horror"
"408",407,"Free Birds",2013,"Fall",91,5.5e+07,1.1e+08,"Animation","PG",20,"Not Sequel",74049356.223176,148098712.446352,"Animation"
"409",408,"Bad Boys II",2003,"Summer",147,1.3e+08,273300000,"Action","R",23,"Sequel",221635869.565217,465946793.478261,"Action"
"410",409,"The Edge of Seventeen",2016,"Fall",104,9e+06,19400000,"Comedy","R",94,"Not Sequel",11763750,25357416.6666667,"Comedy"
"411",410,"Ocean's Twelve",2004,"Fall",125,1.1e+08,362900000,"Crime","PG-13",55,"Sequel",182673372.154579,602656061.408152,"Crime"
"412",411,"Domestic Disturbance",2001,"Fall",89,7.5e+07,54200000,"Thriller","PG-13",23,"Not Sequel",132848673.066064,96005307.7357425,"Thriller"
"413",412,"Resident Evil",2002,"Winter",100,3.3e+07,1.03e+08,"Action","R",36,"Not Sequel",57543635.3529739,179605892.162312,"Action"
"414",413,"Trolls Band Together",2023,"Fall",91,9.5e+07,209600000,"Animation","PG",62,"Sequel",97806038.7266164,215791007.548408,"Animation"
"415",414,"Mr. Malcolm's List",2022,"Summer",117,1666666.66666667,2e+06,"Romance","PG",82,"Not Sequel",1786243.02471245,2143491.62965494,"Romance"
"416",415,"Star Wars: The Rise of Skywalker",2019,"Fall",142,593700000,1.077e+09,"Sci-Fi","PG-13",52,"Sequel",728367970.277669,1321294094.64216,"Sci-Fi"
"417",416,"White Boy Rick",2018,"Summer",111,2.9e+07,2.6e+07,"Biography","R",61,"Not Sequel",36229788.9287137,32481879.7291916,"Biography"
"418",417,"Turning Red",2022,"Winter",100,1.75e+08,21500000,"Animation","PG",95,"Not Sequel",187555517.594807,23042535.0187906,"Animation"
"419",418,"Kung Fu Hustle
",2005,"Spring",98,2e+07,104900000,"Action","R",90,"Not Sequel",32124935.9959037,168495289.298515,"Action"
"420",419,"Naked Singularity",2021,"Fall",93,12142500000,1.4571e+10,"Comedy","R",27,"Not Sequel",14055727859.7786,16866873431.7343,"Comedy"
"421",420,"Fred Claus",2007,"Fall",116,1e+08,97800000,"Comedy","PG",20,"Not Sequel",151326579.835986,147997395.079595,"Comedy"
"422",421,"The Marksman",2021,"Spring",108,3.8e+07,23900000,"Action","PG-13",38,"Not Sequel",43987453.8745387,27665793.3579336,"Action"
"423",422,"Pain & Gain",2013,"Spring",129,2.6e+07,86200000,"Action","R",50,"Not Sequel",35005150.2145923,116055536.480687,"Action"
"424",423,"Zootopia",2016,"Winter",108,1.5e+08,1.025e+09,"Animation","PG",98,"Not Sequel",196062500,1339760416.66667,"Animation"
"425",424,"Stomp the Yard",2007,"Winter",109,1.3e+07,75500000,"Drama","PG-13",37,"Not Sequel",19672455.3786782,114251567.77617,"Drama"
"426",425,"The Lovely Bones",2009,"Fall",135,6.5e+07,93600000,"Drama","PG-13",32,"Not Sequel",95060606.0606061,136887272.727273,"Drama"
"427",426,"Expend4bles",2023,"Summer",104,1e+08,5.1e+07,"Action","R",14,"Sequel",102953724.975386,52506399.7374467,"Action"
"428",427,"Unsane",2018,"Winter",98,1500000,14300000,"Horror","R",80,"Not Sequel",1873954.59976105,17865033.8510554,"Horror"
"429",428,"Surrogates",2009,"Summer",89,8e+07,122400000,"Sci-Fi","PG-13",39,"Not Sequel",116997668.997669,179006433.566434,"Sci-Fi"
"430",429,"Roman J. Israel, Esq.",2017,"Fall",122,2.2e+07,1.3e+07,"Crime","PG-13",52,"Not Sequel",28157486.7401061,16638514.8918809,"Crime"
"431",430,"The Angriest Man in Brooklyn",2014,"Spring",84,5.12665e+11,6.15198e+11,"Comedy","R",13,"Not Sequel",679438151668.779,815325782002.535,"Comedy"
"432",431,"Thirteen Ghosts",2001,"Fall",91,4.2e+07,68500000,"Horror","R",16,"Not Sequel",74395256.916996,121335121.400339,"Horror"
"433",432,"The Help",2011,"Summer",146,2.5e+07,221800000,"Drama","PG-13",76,"Not Sequel",34871053.8016896,309375989.32859,"Drama"
"434",433,"Nurse Betty",2000,"Summer",105,2.5e+07,29400000,"Comedy","R",83,"Not Sequel",45542973.2868757,53558536.5853659,"Comedy"
"435",434,"State Property 2",2005,"Spring",94,2e+06,1600000,"Action","R",50,"Sequel",3212493.59959037,2569994.8796723,"Action"
"436",435,"Scream",2022,"Winter",114,2.4e+07,138900000,"Horror","R",76,"Sequel",25721899.5558592,148865493.679535,"Horror"
"437",436,"License to Wed",2007,"Summer",91,3.5e+07,7e+07,"Comedy","PG-13",7,"Not Sequel",52964302.9425953,105928605.885191,"Comedy"
"438",437,"The Twilight Saga: New Moon",2009,"Fall",130,5e+07,7.12e+08,"Romance","PG-13",29,"Sequel",73123543.1235431,1041279254.07925,"Romance"
"439",438,"Jesus' Son",2000,"Spring",107,2500000,1300000,"Drama","R",83,"Not Sequel",4554297.32868757,2368234.61091754,"Drama"
"440",439,"Road to Perdition",2002,"Summer",117,8e+07,183400000,"Crime","R",81,"Not Sequel",139499722.067815,319803112.840467,"Crime"
"441",440,"Blinded by the Light",2019,"Summer",117,1.5e+07,19600000,"Biography","PG-13",89,"Not Sequel",18402424.7164646,24045834.9628471,"Biography"
"442",441,"The Hunt",2020,"Winter",90,1.4e+07,12400000,"Action","R",57,"Not Sequel",16969860.8964451,15030448.2225657,"Action"
"443",442,"Maze",2001,"Fall",98,14145,16974,"Drama","R",40,"Not Sequel",25055.2597402597,30066.3116883117,"Drama"
"444",443,"Sinister",2012,"Fall",109,3e+06,87700000,"Horror","R",64,"Not Sequel",4098867.59581882,119823562.71777,"Horror"
"445",444,"Criminal",2016,"Spring",109,31500000,38800000,"Action","R",31,"Not Sequel",41173125,50714833.3333333,"Action"
"446",445,"Vengeance",2022,"Summer",107,3666666.66666667,4400000,"Comedy","R",79,"Not Sequel",3929734.65436738,4715681.58524086,"Comedy"
"447",446,"Jason Bourne",2016,"Summer",123,1.2e+08,415500000,"Action","PG-13",54,"Sequel",156850000,543093125,"Action"
"448",447,"Mona Lisa Smile",2003,"Fall",119,72300000,141300000,"Drama","PG-13",34,"Not Sequel",123263641.304348,240901141.304348,"Drama"
"449",448,"Blade II",2002,"Winter",117,5.4e+07,1.55e+08,"Action","R",57,"Sequel",94162312.3957754,270280711.506392,"Action"
"450",449,"The Perfect Storm",2000,"Spring",130,1.2e+08,328700000,"Action","PG-13",47,"Not Sequel",218606271.777003,598799012.775842,"Action"
"451",450,"The Stoning of Soraya M.",2009,"Spring",116,916666.666666667,1100000,"Drama","PG-13",63,"Not Sequel",1340598.29059829,1608717.94871795,"Drama"
"452",451,"Eragon",2006,"Fall",103,1e+08,250400000,"Fantasy","PG",16,"Not Sequel",155605158.730159,389635317.460317,"Fantasy"
"453",452,"Nefarious",2023,"Spring",97,1e+06,5800000,"Horror","R",33,"Not Sequel",1029537.24975386,5971316.04857237,"Horror"
"454",453,"The Greatest Game Ever Played",2005,"Summer",120,2.5e+07,15400000,"Drama","PG",63,"Not Sequel",40156169.9948797,24736200.7168459,"Drama"
"455",454,"Lightyear",2022,"Spring",105,2e+08,226400000,"Animation","PG",74,"Not Sequel",214349162.965494,242643252.476939,"Animation"
"456",455,"The Curious Case of Benjamin Button",2008,"Fall",166,233500000,335800000,"Drama","PG-13",71,"Not Sequel",340218067.812355,489272921.504877,"Drama"
"457",456,"Extraction",2015,"Fall",83,916666.666666667,1100000,"Action","R",6,"Not Sequel",1213326.30098453,1455991.56118143,"Action"
"458",457,"Broken Bridges",2006,"Summer",105,1.1e+07,252539,"Drama","PG-13",5,"Not Sequel",17116567.4603175,392963.711805556,"Drama"
"459",458,"Gigi & Nate",2022,"Summer",114,1916666.66666667,2300000,"Drama","PG-13",26,"Not Sequel",2054179.47841931,2465015.37410318,"Drama"
"460",459,"Spell",2020,"Fall",92,416753333333.333,5.00104e+11,"Horror","R",48,"Not Sequel",505160435342.607,606192522411.128,"Horror"
"461",460,"Twisted",2004,"Winter",97,5e+07,4.1e+07,"Thriller","PG-13",2,"Not Sequel",83033350.9793542,68087347.8030704,"Thriller"
"462",461,"The Homesman
",2014,"Fall",123,1.6e+07,8200000,"Drama","R",81,"Not Sequel",21204900.7182087,10867511.618082,"Drama"
"463",462,"The Menu",2022,"Fall",107,3e+07,79600000,"Horror","R",88,"Not Sequel",32152374.4448241,85310966.8602665,"Horror"
"464",463,"Behind Enemy Lines",2001,"Fall",106,4e+07,121700000,"Action","PG-13",37,"Not Sequel",70852625.6352343,215569113.4952,"Action"
"465",464,"West of Memphis
",2012,"Fall",147,258461666666.667,3.10154e+11,"Documentary","R",95,"Not Sequel",353133383420.441,423760060104.53,"Other"
"466",465,"Morbius",2022,"Spring",104,116500000,167500000,"Action","PG-13",15,"Not Sequel",124858387.4274,179517423.983601,"Action"
"467",466,"Lola Versus",2012,"Spring",87,3.79795e+11,4.55754e+11,"Comedy","R",33,"Not Sequel",518909806184.669,622691767421.603,"Comedy"
"468",467,"Crooked House",2017,"Fall",115,1e+07,1.2e+07,"Mystery","PG-13",57,"Not Sequel",12798857.6091391,15358629.130967,"Other"
"469",468,"Gloria Bell",2019,"Winter",102,9250000,11100000,"Drama","R",91,"Not Sequel",11348161.9084865,13617794.2901838,"Drama"
"470",469,"Tall Girl",2019,"Summer",102,13600000,16320000,"Comedy","PG",39,"Not Sequel",16684865.0762612,20021838.0915135,"Comedy"
"471",470,"Evan Almighty",2007,"Spring",96,1.75e+08,174400000,"Comedy","PG",24,"Sequel",264821514.712976,263913555.23396,"Comedy"
"472",471,"The Hills Have Eyes 2",2007,"Winter",90,1.5e+07,37600000,"Horror","R",12,"Sequel",22698986.975398,56898794.0183309,"Horror"
"473",472,"Year One",2009,"Spring",97,6e+07,62400000,"Comedy","PG-13",14,"Not Sequel",87748251.7482518,91258181.8181818,"Comedy"
"474",473,"Hotel Rwanda",2004,"Fall",121,17500000,33900000,"Drama","PG-13",90,"Not Sequel",29061672.842774,56296611.9640021,"Drama"
"475",474,"Dungeons & Dragons: Honor Among Thieves",2023,"Winter",134,1.5e+08,208200000,"Fantasy","PG-13",91,"Not Sequel",154430587.463078,214349655.398753,"Fantasy"
"476",475,"Ain't Them Bodies Saints",2013,"Summer",97,4e+06,1e+06,"Crime","R",78,"Not Sequel",5385407.72532189,1346351.93133047,"Crime"
"477",476,"The Counselor",2013,"Fall",117,2.5e+07,7.1e+07,"Thriller","R",34,"Not Sequel",33658798.2832618,95590987.1244635,"Thriller"
"478",477,"The Favourite",2018,"Fall",120,1.5e+07,9.6e+07,"Biography","R",93,"Not Sequel",18739545.9976105,119933094.384707,"Biography"
"479",0,"Easter Sunday",2022,"Summer",96,1.7e+07,13100000,"Comedy","PG-13",44,"Not Sequel",18219678.852067,14039870.1742398,"Comedy"
"480",1,"Firewall",2006,"Winter",105,5e+07,82800000,"Thriller","PG-13",30,"Not Sequel",77802579.3650794,128841071.428571,"Thriller"
"481",2,"Walking with Dinosaurs",2013,"Fall",87,8e+07,126500000,"Family","PG",22,"Not Sequel",107708154.506438,170313519.313305,"Other"
"482",3,"Above Suspicion",2021,"Summer",104,21163333333.3333,2.5396e+10,"Crime","R",25,"Not Sequel",24497924969.2497,29397509963.0996,"Crime"
"483",4,"Anna",2019,"Spring",119,3e+07,31600000,"Action","R",46,"Not Sequel",36804849.4329292,38767774.7360188,"Action"
"484",5,"Cowboys & Aliens",2011,"Summer",119,1.63e+08,174800000,"Sci-Fi","PG-13",44,"Not Sequel",227359270.787016,243818408.181414,"Sci-Fi"
"485",6,"Logan
",2017,"Winter",137,160500000,619200000,"Action","R",94,"Sequel",205421664.626683,792505263.157895,"Action"
"486",7,"Super",2011,"Spring",96,2500000,5.93933e+11,"Black Comedy","R",48,"Not Sequel",3487105.38016896,828442783903.957,"Other"
"487",8,"Longlegs",2024,"Summer",101,1e+07,1.28e+08,"Horror","R",84,"Not Sequel",1e+07,1.28e+08,"Horror"
"488",9,"High Fidelity",2000,"Winter",113,3e+07,47100000,"Comedy","R",91,"Not Sequel",54651567.9442509,85802961.6724739,"Comedy"
"489",10,"Percy Jackson & the Olympians: The Lightning Thief",2010,"Winter",119,9.5e+07,226400000,"Fantasy","PG",49,"Not Sequel",136641448.876662,325638147.638698,"Fantasy"
"490",11,"Dumbo",2019,"Winter",112,1.7e+08,353300000,"Family","PG",46,"Not Sequel",208560813.453266,433438443.488463,"Other"
"491",12,"Sweetwater",2023,"Spring",119,8e+06,5.41633e+11,"Western","R",36,"Not Sequel",8236297.99803085,557631349195.93,"Other"
"492",13,"This Means War",2012,"Winter",97,6.5e+07,156500000,"Action-Comedy","PG-13",26,"Not Sequel",88808797.9094077,213824259.581882,"Other"
"493",14,"The Other Side of Heaven",2001,"Fall",113,7e+06,4800000,"Drama","PG",29,"Not Sequel",12399209.486166,8502315.07622812,"Drama"
"494",15,"Public Enemies",2009,"Summer",140,1.3e+08,214100000,"Crime","R",68,"Not Sequel",190121212.121212,313115011.655012,"Crime"
"495",16,"The Grudge",2020,"Winter",94,1.9e+07,49500000,"Horror","PG-13",14,"Sequel",23030525.5023184,60000579.5981453,"Horror"
"496",17,"Chappaquiddick",2018,"Spring",101,3.4e+07,18300000,"Drama","PG-13",81,"Not Sequel",42476304.2612505,22862246.1170848,"Drama"
"497",18,"Disobedience",2018,"Spring",114,6e+06,8e+06,"Drama","R",93,"Not Sequel",7495818.39904421,9994424.53205894,"Drama"
"498",19,"Big George Foreman",2023,"Spring",129,3.2e+07,6e+06,"Sports","PG-13",42,"Not Sequel",32945191.9921234,6177223.49852314,"Other"
"499",20,"Brotherly Love
",2015,"Spring",89,1900000,4.78595e+11,"Drama","R",60,"Not Sequel",2514894.51476793,633482073839.662,"Drama"
"500",21,"The Lord of the Rings: The Return of the King",2003,"Fall",201,9.4e+07,1.138e+09,"Fantasy","PG-13",93,"Sequel",160259782.608696,1940166304.34783,"Fantasy"
"501",22,"Shrek Forever After",2010,"Spring",93,217500000,756200000,"Family","PG",57,"Sequel",312837001.375516,1087665933.05823,"Other"
"502",23,"About a Boy",2002,"Spring",101,3e+07,130500000,"Romantic Comedy","PG-13",93,"Not Sequel",52312395.7754308,227558921.623124,"Other"
"503",24,"The Accountant",2016,"Fall",128,4.4e+07,155200000,"Action","R",52,"Not Sequel",57511666.6666667,202859333.333333,"Action"
"504",25,"Under the Silver Lake",2019,"Spring",139,8e+06,2e+06,"Neo-Noir","R",59,"Not Sequel",9814626.51544779,2453656.62886195,"Other"
"505",26,"The Good Thief",2003,"Spring",108,3e+07,5.756945e+12,"Crime","R",77,"Not Sequel",51146739.1304348,9814965470108.7,"Crime"
"506",27,"Waiting for the Barbarians",2020,"Summer",112,637345833333.333,7.64815e+11,"Drama","R",53,"Not Sequel",772547866756.826,927057440108.192,"Drama"
"507",28,"The Dirt",2019,"Winter",108,23100000,27720000,"Musical","R",36,"Not Sequel",28339734.0633555,34007680.8760266,"Other"
"508",29,"Johnson Family Vacation",2004,"Spring",97,1.2e+07,31500000,"Comedy","PG-13",6,"Not Sequel",19928004.235045,52311011.1169931,"Comedy"
"509",30,"Basic Instinct 2",2006,"Winter",114,7e+07,38600000,"Thriller","R",6,"Sequel",108923611.111111,60063591.2698413,"Thriller"
"510",31,"The Tomorrow Man",2019,"Spring",94,295085833333.333,3.54103e+11,"Drama","PG-13",42,"Not Sequel",362019655520.793,434423586624.951,"Drama"
"511",32,"Past Lives",2023,"Spring",106,1.2e+07,42700000,"Romance","PG-13",96,"Not Sequel",12354446.9970463,43961240.5644897,"Romance"
"512",33,"The Details",2012,"Fall",101,52995833333.3333,6.3595e+10,"Comedy","R",45,"Not Sequel",72407634654.4715,86889161585.3659,"Comedy"
"513",34,"Crazy, Stupid, Love",2011,"Summer",118,5e+07,1.45e+08,"Romantic Comedy","PG-13",79,"Not Sequel",69742107.6033793,202252112.0498,"Other"
"514",35,"Couples Retreat",2009,"Fall",113,6e+07,171800000,"Comedy","PG-13",10,"Not Sequel",87748251.7482518,251252494.172494,"Comedy"
"515",36,"Polaroid",2019,"Fall",88,8500000,1700000,"Horror","PG-13",18,"Not Sequel",10428040.6726633,2085608.13453266,"Horror"
"516",37,"Sideways",2004,"Fall",127,1.6e+07,109700000,"Comedy","R",96,"Not Sequel",26570672.3133933,182175172.048703,"Comedy"
"517",38,"Geostorm",2017,"Fall",109,1.85e+08,221600000,"Action","PG-13",17,"Not Sequel",236778865.769074,283622684.618523,"Action"
